source_id,target_id,target_title,discipline
https://openalex.org/W3006143078,https://openalex.org/W2104074482,Millimeter-wave beamforming as an enabling technology for 5G cellular communications: theoretical feasibility and prototype results,Computer science
https://openalex.org/W3006143078,https://openalex.org/W2116334496,Millimeter Wave Mobile Communications for 5G Cellular: It Will Work!,Computer science
https://openalex.org/W3006143078,https://openalex.org/W2023835067,Dedicated Short-Range Communications (DSRC) Standards in the United States,Computer science
https://openalex.org/W3006143078,https://openalex.org/W2503830339,The Case for Efficient and Robust RF-Based Device-Free Localization,Computer science
https://openalex.org/W3006143078,https://openalex.org/W2195693430,An Overview of Signal Processing Techniques for Millimeter Wave MIMO Systems,Computer science
https://openalex.org/W3006143078,https://openalex.org/W6677132295,,Unknown
https://openalex.org/W3006143078,https://openalex.org/W2133518969,Through-wall imaging (TWI) by radar: 2-D tomographic results and analyses,Computer science
https://openalex.org/W3006143078,https://openalex.org/W2139907187,MIMO radar: Snake oil or good idea?,Computer science
https://openalex.org/W2981726317,https://openalex.org/W4250589301,,Unknown
https://openalex.org/W2981726317,https://openalex.org/W2964023906,Energy Minimization for Wireless Communication With Rotary-Wing UAV,Computer science
https://openalex.org/W2981726317,https://openalex.org/W2082011829,Processor design for portable systems,Computer science
https://openalex.org/W2981726317,https://openalex.org/W2913340256,Joint Trajectory and Precoding Optimization for UAV-Assisted NOMA Networks,Computer science
https://openalex.org/W2981726317,https://openalex.org/W2796646817,Secrecy Rate Analysis of UAV-Enabled mmWave Networks Using Matérn Hardcore Point Processes,Computer science
https://openalex.org/W2981726317,https://openalex.org/W2528788999,Caching in the Sky: Proactive Deployment of Cache-Enabled Unmanned Aerial Vehicles for Optimized Quality-of-Experience,Computer science
https://openalex.org/W2981726317,https://openalex.org/W2964220104,Liquid State Machine Learning for Resource and Cache Management in LTE-U Unmanned Aerial Vehicle (UAV) Networks,Computer science
https://openalex.org/W2981726317,https://openalex.org/W2964107145,Network-Connected UAV: 3-D System Modeling and Coverage Performance Analysis,Computer science
https://openalex.org/W2981726317,https://openalex.org/W2523219060,Throughput Maximization for UAV-Enabled Mobile Relaying Systems,Computer science
https://openalex.org/W2981726317,https://openalex.org/W2767105570,Joint Trajectory and Power Optimization for UAV Relay Networks,Computer science
https://openalex.org/W2981726317,https://openalex.org/W2906866654,Outage Probability and Optimal Cache Placement for Multiple Amplify-and-Forward Relay Networks,Computer science
https://openalex.org/W2981726317,https://openalex.org/W2899183567,Joint Offloading and Trajectory Design for UAV-Enabled Mobile Edge Computing Systems,Computer science
https://openalex.org/W2981726317,https://openalex.org/W2964052915,Computation Rate Maximization in UAV-Enabled Wireless-Powered Mobile-Edge Computing Systems,Computer science
https://openalex.org/W2981726317,https://openalex.org/W2945102934,User Association and Path Planning for UAV-Aided Mobile Edge Computing With Energy Restriction,Computer science
https://openalex.org/W2981726317,https://openalex.org/W2624989916,A Survey on Mobile Edge Computing: The Communication Perspective,Computer science
https://openalex.org/W2981726317,https://openalex.org/W2899051739,Energy-Efficient Resource Allocation in UAV Based MEC System for IoT Devices,Computer science
https://openalex.org/W2981726317,https://openalex.org/W2527484278,Assessment of the Suitability of Fog Computing in the Context of Internet of Things,Computer science
https://openalex.org/W2981726317,https://openalex.org/W2951319686,Energy Consumption and Completion Time Tradeoff in Rotary-Wing UAV Enabled WPCN,Computer science
https://openalex.org/W2981726317,https://openalex.org/W2964018918,Energy Tradeoff in Ground-to-UAV Communication via Trajectory Design,Computer science
https://openalex.org/W2981726317,https://openalex.org/W2268751503,Wireless communications with unmanned aerial vehicles: opportunities and challenges,Computer science
https://openalex.org/W2670007299,https://openalex.org/W649083233,2. THE VISIBLE WORD,Computer science
https://openalex.org/W2670007299,https://openalex.org/W1974365006,Ogilvy on Advertising,Business
https://openalex.org/W2670007299,https://openalex.org/W2052417512,Metaphors We Live By,Philosophy
https://openalex.org/W2670007299,https://openalex.org/W3022135529,,Unknown
https://openalex.org/W2670007299,https://openalex.org/W2330918698,Information design and cultural difference,Sociology
https://openalex.org/W2670007299,https://openalex.org/W604204381,Design and the Social Sciences,Sociology
https://openalex.org/W2670007299,https://openalex.org/W574447653,"Type, sign, symbol",Computer science
https://openalex.org/W2670007299,https://openalex.org/W1981969753,Computer graphics in the cockpit,Computer science
https://openalex.org/W2670007299,https://openalex.org/W2125786805,The Experience of Landscape,Geography
https://openalex.org/W2670007299,https://openalex.org/W2799144763,Don't Make Me Think,Psychology
https://openalex.org/W2670007299,https://openalex.org/W2328505534,Informed design for forms,Computer science
https://openalex.org/W2670007299,https://openalex.org/W2911384745,Interaction Design,Computer science
https://openalex.org/W2670007299,https://openalex.org/W1938692206,The alphabet and Elements of lettering,Engineering
https://openalex.org/W2670007299,https://openalex.org/W256284653,Interface/an Approach to Design,Computer science
https://openalex.org/W2670007299,https://openalex.org/W2072116489,Improving Perception of Letters and Visual Structure of Language,Psychology
https://openalex.org/W2670007299,https://openalex.org/W2155843307,The visual display of quantitative information,Computer science
https://openalex.org/W2670007299,https://openalex.org/W2489130013,From user-centered to participatory design approaches,Computer science
https://openalex.org/W2670007299,https://openalex.org/W2083319565,Out of Order,Computer science
https://openalex.org/W2670007299,https://openalex.org/W1532356693,History of Graphic Design,Art
https://openalex.org/W2670007299,https://openalex.org/W563156452,Graphic Design History,Computer science
https://openalex.org/W1587413890,https://openalex.org/W3157309037,Speculative Visualization: A New Rhetoric for Communicating Public Concerns,Computer science
https://openalex.org/W1587413890,https://openalex.org/W2172127625,Visualization Criticism - The Missing Link Between Information Visualization and Art,Computer science
https://openalex.org/W1587413890,https://openalex.org/W2108458429,Casual Information Visualization: Depictions of Data in Everyday Life,Computer science
https://openalex.org/W1587413890,https://openalex.org/W1749628144,Sanat eğitiminde işbirlikli öğrenme,Geology
https://openalex.org/W1587413890,https://openalex.org/W2178244459,Cool Infographics: Effective Communication with Data Visualization and Design,Computer science
https://openalex.org/W1587413890,https://openalex.org/W2054901814,What Makes a Visualization Memorable?,Computer science
https://openalex.org/W1587413890,https://openalex.org/W630543729,A Brief History of Information Architecture,Computer science
https://openalex.org/W1587413890,https://openalex.org/W2492509886,Instructor's Guide,Computer science
https://openalex.org/W3043126041,https://openalex.org/W2941321555,Real-time detection of surface deformation and strain in recycled aggregate concrete-filled steel tubular columns via four-ocular vision,Computer science
https://openalex.org/W3043126041,https://openalex.org/W2566141292,Research and implementation of a high performance parallel computing digital down converter on graphics processing unit,Computer science
https://openalex.org/W3043126041,https://openalex.org/W1569512051,Data-driven shape analysis and processing,Computer science
https://openalex.org/W3043126041,https://openalex.org/W2118467420,GPU‐UPGMA: high‐performance computing for UPGMA algorithm based on graphics processing units,Computer science
https://openalex.org/W3043126041,https://openalex.org/W2581860275,Visual Metaphors in Communication: Intertextual Semiosis and Déjà Vu in Print Advertising,Psychology
https://openalex.org/W3043126041,https://openalex.org/W4287865188,A Single Valued neutrosophic Inventory Model with Neutrosophic Random Variable,Mathematics
https://openalex.org/W3043126041,https://openalex.org/W2396328213,Promoting Physical Activity With Group Pictures. Affiliation-Based Visual Communication for High-Risk Populations,Psychology
https://openalex.org/W3043126041,https://openalex.org/W2530783469,Dog Breed Differences in Visual Communication with Humans,Biology
https://openalex.org/W3043126041,https://openalex.org/W2895985659,Seamless Multi-Projection Revisited,Computer science
https://openalex.org/W3043126041,https://openalex.org/W3209121659,A survey on gel images analysis software tools,Computer science
https://openalex.org/W3043126041,https://openalex.org/W2295590625,Output‐Sensitive Filtering of Streaming Volume Data,Computer science
https://openalex.org/W3043126041,https://openalex.org/W3209221599,Implicit Authentication Approach by Generating Strong Password through Visual Key Cryptography,Computer science
https://openalex.org/W3043126041,https://openalex.org/W4238351023,Fast and Exact (Poisson) Solvers on Symmetric Geometries,Computer science
https://openalex.org/W3043126041,https://openalex.org/W2608492477,Computational Design and Fabrication,Computer science
https://openalex.org/W3043126041,https://openalex.org/W2019959378,Bounded distortion harmonic mappings in the plane,Computer science
https://openalex.org/W3043126041,https://openalex.org/W1947585636,Filtered Stochastic Shadow Mapping Using a Layered Approach,Computer science
https://openalex.org/W3043126041,https://openalex.org/W2137933562,Example Based Repetitive Structure Synthesis,Computer science
https://openalex.org/W3043126041,https://openalex.org/W2412580962,Identifying Style of 3D Shapes using Deep Metric Learning,Computer science
https://openalex.org/W3043126041,https://openalex.org/W2793403303,Conformal Parameterization for High Genus Surfaces,Mathematics
https://openalex.org/W3043126041,https://openalex.org/W2295623038,The consumer testing of food package graphic design,Computer science
https://openalex.org/W3036079579,https://openalex.org/W2964052915,Computation Rate Maximization in UAV-Enabled Wireless-Powered Mobile-Edge Computing Systems,Computer science
https://openalex.org/W3036079579,https://openalex.org/W2786239590,UAV-Aided Offloading for Cellular Hotspot,Unknown
https://openalex.org/W3036079579,https://openalex.org/W2996942283,Aerial–Ground Cost Tradeoff for Multi-UAV-Enabled Data Collection in Wireless Sensor Networks,Computer science
https://openalex.org/W3036079579,https://openalex.org/W2963580658,A survey of channel modeling for UAV communications&#13;\n,Computer science
https://openalex.org/W3036079579,https://openalex.org/W2996540791,Throughput Maximization for Full-Duplex UAV Aided Small Cell Wireless Systems,Computer science
https://openalex.org/W3036079579,https://openalex.org/W2951073716,Energy-Efficient Cooperative Secure Transmission in Multi-UAV-Enabled Wireless Networks,Computer science
https://openalex.org/W3036079579,https://openalex.org/W2963576178,UAV-Enabled Wireless Power Transfer: Trajectory Design and Energy Optimization,Computer science
https://openalex.org/W3036079579,https://openalex.org/W2133444666,SensorFlock,Computer science
https://openalex.org/W3036079579,https://openalex.org/W2407187947,On the importance of link characterization for aerial wireless sensor networks,Computer science
https://openalex.org/W3036079579,https://openalex.org/W2995496405,UAV-to-UAV Communications in Cellular Networks,Computer science
https://openalex.org/W3036079579,https://openalex.org/W2915576678,UAV-Enabled Secure Communications: Joint Trajectory and Transmit Power Optimization,Computer science
https://openalex.org/W3036079579,https://openalex.org/W2795603418,Power-Efficient Communication in UAV-Aided Wireless Sensor Networks,Computer science
https://openalex.org/W3036079579,https://openalex.org/W2994008524,Accessing From the Sky: A Tutorial on UAV Communications for 5G and Beyond,Computer science
https://openalex.org/W3036079579,https://openalex.org/W2115994809,A Framework for Using Unmanned Aerial Vehicles for Data Collection in Linear Wireless Sensor Networks,Computer science
https://openalex.org/W3036079579,https://openalex.org/W2003224378,UAV-assisted data gathering in wireless sensor networks,Computer science
https://openalex.org/W3036079579,https://openalex.org/W2740005962,Energy-Efficient Data Collection in UAV Enabled Wireless Sensor Network,Computer science
https://openalex.org/W3036079579,https://openalex.org/W2963899602,"Cellular-Connected UAV: Potential, Challenges, and Promising Technologies",Computer science
https://openalex.org/W3036079579,https://openalex.org/W2962726494,Cellular-Enabled UAV Communication: A Connectivity-Constrained Trajectory Optimization Perspective,Computer science
https://openalex.org/W3036079579,https://openalex.org/W2962847915,Cellular UAV-to-X Communications: Design and Optimization for Multi-UAV Networks,Computer science
https://openalex.org/W3036079579,https://openalex.org/W2889655092,"Survey on UAV Cellular Communications: Practical Aspects, Standardization Advancements, Regulation, and Security Challenges",Computer science
https://openalex.org/W2963285294,https://openalex.org/W2289204537,Efficient 3-D placement of an aerial base station in next generation cellular networks,Computer science
https://openalex.org/W2963285294,https://openalex.org/W2523219060,Throughput Maximization for UAV-Enabled Mobile Relaying Systems,Computer science
https://openalex.org/W2963285294,https://openalex.org/W2963061782,Joint Trajectory and Communication Design for Multi-UAV Enabled Wireless Networks,Computer science
https://openalex.org/W2963285294,https://openalex.org/W2963877475,Energy-Efficient Small Cell With Spectrum-Power Trading,Computer science
https://openalex.org/W2963285294,https://openalex.org/W2964129085,An Overview of Sustainable Green 5G Networks,Computer science
https://openalex.org/W2963285294,https://openalex.org/W2962804513,Energy-Efficient UAV Communication With Trajectory Optimization,Computer science
https://openalex.org/W2963285294,https://openalex.org/W2514674767,Cyclical Multiple Access in UAV-Aided Communications: A Throughput-Delay Tradeoff,Computer science
https://openalex.org/W2963285294,https://openalex.org/W2964310887,"Drone Small Cells in the Clouds: Design, Deployment and Performance Analysis",Computer science
https://openalex.org/W2963285294,https://openalex.org/W2268751503,Wireless communications with unmanned aerial vehicles: opportunities and challenges,Computer science
https://openalex.org/W2963285294,https://openalex.org/W2031834036,Optimal LAP Altitude for Maximum Coverage,Computer science
https://openalex.org/W2963285294,https://openalex.org/W2412503523,Efficient Deployment of Multiple Unmanned Aerial Vehicles for Optimal Wireless Coverage,Computer science
https://openalex.org/W2963285294,https://openalex.org/W6737843768,,Unknown
https://openalex.org/W2963285294,https://openalex.org/W2558431499,Placement Optimization of UAV-Mounted Mobile Base Stations,Computer science
https://openalex.org/W2963285294,https://openalex.org/W3103377783,,Unknown
https://openalex.org/W2963285294,https://openalex.org/W2613353268,A 3D Geometry-Based Stochastic Channel Model for UAV-MIMO Channels,Computer science
https://openalex.org/W2024975382,https://openalex.org/W1970442252,Synchronization in chaotic systems,Computer science
https://openalex.org/W2024975382,https://openalex.org/W2001510177,Synchronizing chaotic circuits,Computer science
https://openalex.org/W2024975382,https://openalex.org/W2060759080,Circuit implementation of synchronized chaos with applications to communications,Computer science
https://openalex.org/W2024975382,https://openalex.org/W2117085729,Secure communication via chaotic parameter modulation,Computer science
https://openalex.org/W2024975382,https://openalex.org/W1998830143,Secure communication via parameter modulation in a class of chaotic systems,Computer science
https://openalex.org/W2024975382,https://openalex.org/W6632691943,,Unknown
https://openalex.org/W2024975382,https://openalex.org/W2011855562,A chaos secure communication scheme based on multiplication modulation,Computer science
https://openalex.org/W2024975382,https://openalex.org/W2082574814,A SIMPLE WAY TO SYNCHRONIZE CHAOTIC SYSTEMS WITH APPLICATIONS TO SECURE COMMUNICATION SYSTEMS,Computer science
https://openalex.org/W2024975382,https://openalex.org/W2103941230,Chaos shift keying: modulation and demodulation of a chaotic carrier using self-synchronizing Chua's circuits,Computer science
https://openalex.org/W2024975382,https://openalex.org/W2065793853,Nonlinear observer design to synchronize hyperchaotic systems via a scalar signal,Computer science
https://openalex.org/W2024975382,https://openalex.org/W2157666112,Synchronizing hyperchaotic systems by observer design,Computer science
https://openalex.org/W2024975382,https://openalex.org/W2144333073,Theory and experimental realization of observer-based discrete-time hyperchaos synchronization,Computer science
https://openalex.org/W2024975382,https://openalex.org/W2042395076,A chaotic secure communication scheme based on observer,Computer science
https://openalex.org/W2024975382,https://openalex.org/W1998960129,Linear observer based projective synchronization in delay Rössler system,Computer science
https://openalex.org/W2024975382,https://openalex.org/W2017068366,Dead-beat full state hybrid projective synchronization for chaotic maps using a scalar synchronizing signal,Computer science
https://openalex.org/W2024975382,https://openalex.org/W2086918155,Impulsive observer for input-to-state stability based synchronization of Lur’e differential inclusion system,Computer science
https://openalex.org/W2024975382,https://openalex.org/W2059980440,Synchronization of discrete-time hyperchaotic maps based on aggregation technique for encryption,Computer science
https://openalex.org/W2024975382,https://openalex.org/W2050196000,Stability Study of Two Level Hierarchical Nonlinear Systems Plenary lecture,Mathematics
https://openalex.org/W2024975382,https://openalex.org/W2037808690,On the synchronization of identical and non-identical 4-D chaotic systems using arrow form matrix,Mathematics
https://openalex.org/W2024975382,https://openalex.org/W2739106926,Nouvelles conditions suffisantes de stabilisabilité de processus échantillonnés non linéaires,Philosophy
https://openalex.org/W2912917423,https://openalex.org/W2790256744,UAV Trajectory Optimization for Data Offloading at the Edge of Multiple Cells,Computer science
https://openalex.org/W2912917423,https://openalex.org/W2962804513,Energy-Efficient UAV Communication With Trajectory Optimization,Computer science
https://openalex.org/W2912917423,https://openalex.org/W2611366557,Improving Physical Layer Security Using UAV-Enabled Mobile Relaying,Computer science
https://openalex.org/W2912917423,https://openalex.org/W2963061782,Joint Trajectory and Communication Design for Multi-UAV Enabled Wireless Networks,Computer science
https://openalex.org/W2912917423,https://openalex.org/W2963715425,Securing UAV Communications via Trajectory Optimization,Computer science
https://openalex.org/W2912917423,https://openalex.org/W2900400615,Secure UAV-to-UAV Systems With Spatially Random UAVs,Computer science
https://openalex.org/W2912917423,https://openalex.org/W2908717548,Joint Blocklength and Location Optimization for URLLC-Enabled UAV Relay Systems,Computer science
https://openalex.org/W2912917423,https://openalex.org/W2112967760,Secrecy Capacity Region of a Multiple-Antenna Gaussian Broadcast Channel With Confidential Messages,Computer science
https://openalex.org/W2912917423,https://openalex.org/W4241021229,Handbook of Unmanned Aerial Vehicles,Computer science
https://openalex.org/W2912917423,https://openalex.org/W619501020,Handbook of Unmanned Aerial Vehicles,Engineering
https://openalex.org/W2912917423,https://openalex.org/W2104562009,A Note on the Secrecy Capacity of the Multiple-Antenna Wiretap Channel,Computer science
https://openalex.org/W2510522738,https://openalex.org/W2095930618,Power-Sharing Method of Multiple Distributed Generators Considering Control Modes and Configurations of a Microgrid,Computer science
https://openalex.org/W2510522738,https://openalex.org/W2159848894,Centralized and Distributed Active and Reactive Power Control of a Utility Connected Microgrid Using IEC61850,Computer science
https://openalex.org/W2510522738,https://openalex.org/W2019683160,Towards Smart Integration of Distributed Energy Resources Using Distributed Network Protocol Over Ethernet,Computer science
https://openalex.org/W2510522738,https://openalex.org/W2119866123,Smart Grid Technologies: Communication Technologies and Standards,Computer science
https://openalex.org/W2510522738,https://openalex.org/W2112785483,Modeling systems with distributed generators in IEC 61850,Computer science
https://openalex.org/W2510522738,https://openalex.org/W2068487893,Modeling of a Centralized Microgrid Protection System and Distributed Energy Resources According to IEC 61850-7-420,Computer science
https://openalex.org/W2510522738,https://openalex.org/W2105386180,Active Management of Distributed Energy Resources Using Standardized Communications and Modern Information Technologies,Computer science
https://openalex.org/W2510522738,https://openalex.org/W2146048275,Flexible Active Power Control of Distributed Power Generation Systems During Grid Faults,Computer science
https://openalex.org/W2510522738,https://openalex.org/W2093597803,Power Scheduling of Distributed Generators for Economic and Stable Operation of a Microgrid,Computer science
https://openalex.org/W2510522738,https://openalex.org/W2141557852,Autonomous Load Sharing of Voltage Source Converters,Computer science
https://openalex.org/W2510522738,https://openalex.org/W2130218279,Renewable Energy Systems With Photovoltaic Power Generators: Operation and Modeling,Engineering
https://openalex.org/W2510522738,https://openalex.org/W1504052325,Hierarchical Control of Droop-Controlled AC and DC Microgrids—A General Approach Toward Standardization,Computer science
https://openalex.org/W2510522738,https://openalex.org/W2149654885,Control Strategy for Flexible Microgrid Based on Parallel Line-Interactive UPS Systems,Computer science
https://openalex.org/W2510522738,https://openalex.org/W2168913576,Smart Grid - Technologies for its realisation,Computer science
https://openalex.org/W2510522738,https://openalex.org/W2014366918,Advanced Control Architectures for Intelligent Microgrids—Part I: Decentralized and Hierarchical Control,Computer science
https://openalex.org/W2510522738,https://openalex.org/W2052006677,In the future Smart Cities: Coordination of micro Smart Grids in a Virtual Energy District,Computer science
https://openalex.org/W2510522738,https://openalex.org/W1991818808,"IEC 61850/61499 Control of Distributed Energy Resources: Concept, Guidelines, and Implementation",Computer science
https://openalex.org/W2510522738,https://openalex.org/W2042454807,Optimal demand response based on utility maximization in power networks,Computer science
https://openalex.org/W2510522738,https://openalex.org/W1990412379,Microgrid laboratory facilities,Computer science
https://openalex.org/W2510522738,https://openalex.org/W2137172351,"Reliable, Fast, and Deterministic Substation Communication Network Architecture and its Performance Simulation",Engineering
https://openalex.org/W2095972438,https://openalex.org/W1985542113,"Communicating information about the World Trade Center disaster: Ripples, reverberations, and repercussions",Political science
https://openalex.org/W2095972438,https://openalex.org/W2762835197,,Unknown
https://openalex.org/W2095972438,https://openalex.org/W2115566804,Rituals of Solidarity and Security in the Wake of Terrorist Attack,Sociology
https://openalex.org/W2095972438,https://openalex.org/W1968274753,"Aristotle's concept of ethos, or if not his somebody else's",Philosophy
https://openalex.org/W2095972438,https://openalex.org/W2022871819,Audience involved: Toward a participatory model of writing,Sociology
https://openalex.org/W2095972438,https://openalex.org/W2073105405,Open source disaster recovery: Case studies of networked collaboration,Political science
https://openalex.org/W2095972438,https://openalex.org/W4388174267,Reassembling the Social,Sociology
https://openalex.org/W2095972438,https://openalex.org/W2764436181,"Notes on the theory of the actor-network: Ordering, strategy, and heterogeneity",Computer science
https://openalex.org/W2095972438,https://openalex.org/W2014991536,"Regions, Networks and Fluids: Anaemia and Social Topology",Sociology
https://openalex.org/W2095972438,https://openalex.org/W2005019457,Katrina: Too Close to Home,Sociology
https://openalex.org/W2095972438,https://openalex.org/W2142830733,Designing for Disaster,Computer science
https://openalex.org/W2095972438,https://openalex.org/W2139772531,"By choice or by chance: How the Internet is used to prepare for, manage, and share information about emergencies",Business
https://openalex.org/W2095972438,https://openalex.org/W2050842973,Undistributing Work Through Writing: How Technical Writers Manage Texts in Complex Information Environments,Computer science
https://openalex.org/W2095972438,https://openalex.org/W4246273598,Tracing Genres through Organizations,Computer science
https://openalex.org/W2095972438,https://openalex.org/W2112620642,Online Education in an Age of Globalization: Foundational Perspectives and Practices for Technical Communication Instructors and Trainers,Computer science
https://openalex.org/W2095972438,https://openalex.org/W2060993398,Mobility and Composition: The Architecture of Coherence in Non-places,Computer science
https://openalex.org/W2095972438,https://openalex.org/W2620554697,"Rebirth of Dialogue, The: Bakhtin, Socrates, and the Rhetorical Tradition",Philosophy
https://openalex.org/W2095972438,https://openalex.org/W2072326761,Pandora's Hope: Essays on the Reality of Science Studies,Sociology
https://openalex.org/W2095972438,https://openalex.org/W1500842519,Contextual Design: Defining Customer-Centered Systems,Computer science
https://openalex.org/W2095972438,https://openalex.org/W2042349004,Science in action : how to follow scientists and engineers through society,Engineering
https://openalex.org/W2936463392,https://openalex.org/W2277593915,Cyclist-aware traffic lights through distributed smartphone sensing,Computer science
https://openalex.org/W2936463392,https://openalex.org/W2520130616,Enhancement of Exochitinase Production by Bacillus licheniformis AT6 Strain and Improvement of N-Acetylglucosamine Production,Chemistry
https://openalex.org/W2936463392,https://openalex.org/W2272929694,Bio-Based Solvents for Green Extraction of Lipids from Oleaginous Yeast Biomass for Sustainable Aviation Biofuel,Chemistry
https://openalex.org/W2936463392,https://openalex.org/W2734638182,"Crowdsourcing Urban Air Temperatures through Smartphone Battery Temperatures in São Paulo, Brazil",Environmental science
https://openalex.org/W2936463392,https://openalex.org/W2792452493,Smartphone-App-gestützte Ansätze in der Tinnitusbehandlung,Political science
https://openalex.org/W2936463392,https://openalex.org/W2771284455,The Effect of Representational UI Design Quality of Mobile Shopping Applications on Users’ Intention to Shop,Computer science
https://openalex.org/W2936463392,https://openalex.org/W2596655693,Special Issue on Mobile Sensor Networks: Advanced Technologies and Their Applications,Computer science
https://openalex.org/W2936463392,https://openalex.org/W2468871761,SmartUI: Resource-Saving and Editable Smartphone User Interface for Fast Remote PC Control,Computer science
https://openalex.org/W2936463392,https://openalex.org/W2793192910,An Investigation on the Usability of Mobile Travel Guide Application: A Comparison Study,Computer science
https://openalex.org/W2936463392,https://openalex.org/W2787786564,The impact of a mobile application‐based treatment for urinary incontinence in adult women: Design of a mixed‐methods randomized controlled trial in a primary care setting,Medicine
https://openalex.org/W2936463392,https://openalex.org/W2338057589,The impact of visual design and response formats on data quality in a web survey of MOOC students,Psychology
https://openalex.org/W2936463392,https://openalex.org/W2015181819,User interface (UI) design issues for multilingual users: a case study,Unknown
https://openalex.org/W2936463392,https://openalex.org/W2289465294,Implementation of smartphone-based color temperature and wavelength control LED lighting system,Computer science
https://openalex.org/W2936463392,https://openalex.org/W2201645897,User interface design guidelines for smartphone applications for people with Parkinson’s disease,Computer science
https://openalex.org/W2936463392,https://openalex.org/W2411757853,Mid-term survivorship and clinical outcomes of cobalt-chrome and oxidized zirconium on highly crosslinked polyethylene,Medicine
https://openalex.org/W2936463392,https://openalex.org/W2281723644,West African monsoon intraseasonal activity and its daily precipitation indices in regional climate models: diagnostics and challenges,Environmental science
https://openalex.org/W2936463392,https://openalex.org/W2059632187,Managing the use of style guides in an organisational setting: practical lessons in ensuring UI consistency,Computer science
